CreatedDate,Agency,ComplaintType
16-Oct,DEP,Noise
16-Oct,HPD,APPLIANCE
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,PAINT/PLASTER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,HPD,PLUMBING
16-Oct,HPD,PAINT/PLASTER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DEP,Water System
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Noise - Residential
16-Oct,DPR,Maintenance or Facility
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DEP,Noise
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Animal Abuse
16-Oct,HPD,FLOORING/STAIRS
16-Oct,NYPD,Noise - Residential
16-Oct,DOB,Boilers
16-Oct,HPD,PAINT/PLASTER
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Residential
16-Oct,DPR,Maintenance or Facility
16-Oct,DHS,Homeless Person Assistance
16-Oct,DEP,Air Quality
16-Oct,DPR,Damaged Tree
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,UNSANITARY CONDITION
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,DOHMH,Rodent
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,PAINT/PLASTER
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DOHMH,Tattooing
16-Oct,NYPD,Derelict Vehicle
16-Oct,HPD,APPLIANCE
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,UNSANITARY CONDITION
16-Oct,HPD,GENERAL
16-Oct,DEP,Water System
16-Oct,DOT,Broken Muni Meter
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,UNSANITARY CONDITION
16-Oct,DEP,Noise
16-Oct,DEP,Noise
16-Oct,DEP,Water System
16-Oct,DEP,Water System
16-Oct,HPD,PLUMBING
16-Oct,DOB,Plumbing
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,PLUMBING
16-Oct,DEP,Noise
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,PLUMBING
16-Oct,HPD,UNSANITARY CONDITION
16-Oct,HPD,WATER LEAK
16-Oct,DPR,Dead/Dying Tree
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DOHMH,Rodent
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,DEP,Noise
16-Oct,DOB,General Construction/Plumbing
16-Oct,HPD,UNSANITARY CONDITION
16-Oct,NYPD,Illegal Parking
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Illegal Parking
16-Oct,DEP,Noise
16-Oct,DEP,Noise
16-Oct,DSNY,Overflowing Recycling Baskets
16-Oct,NYPD,Noise - Vehicle
16-Oct,DOB,General Construction/Plumbing
16-Oct,EDC,Noise - Helicopter
16-Oct,HPD,PAINT/PLASTER
16-Oct,DSNY,Missed Collection (All Materials)
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Illegal Parking
16-Oct,NYPD,Noise - Vehicle
16-Oct,NYPD,Noise - Commercial
16-Oct,DOF,DOF Property - Reduction Issue
16-Oct,DOT,Street Condition
16-Oct,HPD,GENERAL
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DPR,Overgrown Tree/Branches
16-Oct,DPR,Maintenance or Facility
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Homeless Encampment
16-Oct,DHS,Homeless Person Assistance
16-Oct,DOHMH,Rodent
16-Oct,DOB,Elevator
16-Oct,DOHMH,Rodent
16-Oct,DEP,Noise
16-Oct,DOT,Street Condition
16-Oct,DOT,Street Condition
16-Oct,HPD,APPLIANCE
16-Oct,HPD,PLUMBING
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,DOHMH,Food Establishment
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,PLUMBING
16-Oct,DOT,Sidewalk Condition
16-Oct,HPD,GENERAL
16-Oct,DOHMH,Indoor Air Quality
16-Oct,DEP,Air Quality
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Residential
16-Oct,DOB,Boilers
16-Oct,HPD,PLUMBING
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Illegal Parking
16-Oct,DEP,Noise
16-Oct,DOHMH,Rodent
16-Oct,DOT,Street Condition
16-Oct,HPD,GENERAL
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,PLUMBING
16-Oct,DOB,Boilers
16-Oct,NYPD,Noise - Commercial
16-Oct,NYPD,Noise - Commercial
16-Oct,DOHMH,Indoor Air Quality
16-Oct,HPD,PLUMBING
16-Oct,NYPD,Noise - Vehicle
16-Oct,NYPD,Urinating in Public
16-Oct,DOHMH,Rodent
16-Oct,DEP,Noise
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Vehicle
16-Oct,DPR,Damaged Tree
16-Oct,NYPD,Noise - Vehicle
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Illegal Parking
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Residential
16-Oct,DOB,Elevator
16-Oct,HPD,DOOR/WINDOW
16-Oct,HPD,DOOR/WINDOW
16-Oct,DOHMH,Rodent
16-Oct,HPD,PLUMBING
16-Oct,TLC,Taxi Complaint
16-Oct,HPD,UNSANITARY CONDITION
16-Oct,DPR,Damaged Tree
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Vehicle
16-Oct,NYPD,Illegal Parking
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Illegal Parking
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Commercial
16-Oct,NYPD,Illegal Parking
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,DSNY,Sweeping/Missed
16-Oct,DEP,Sewer
16-Oct,DEP,Sewer
16-Oct,NYPD,Noise - Residential
16-Oct,DOHMH,Food Poisoning
16-Oct,DOB,General Construction/Plumbing
16-Oct,DOB,Elevator
16-Oct,DSNY,Sanitation Condition
16-Oct,NYPD,Noise - Commercial
16-Oct,NYPD,Blocked Driveway
16-Oct,DOB,Elevator
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Commercial
16-Oct,DPR,Animal in a Park
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,DSNY,Dirty Conditions
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Commercial
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Blocked Driveway
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Illegal Parking
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Residential
16-Oct,DEP,Noise
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Noise - Residential
16-Oct,DOHMH,Food Establishment
16-Oct,DOT,Street Condition
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Commercial
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Park
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DEP,Noise
16-Oct,DPR,Overgrown Tree/Branches
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Commercial
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Noise - Residential
16-Oct,TLC,For Hire Vehicle Complaint
16-Oct,DOB,Elevator
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Illegal Parking
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Illegal Parking
16-Oct,DOHMH,Food Establishment
16-Oct,DOT,Bus Stop Shelter Complaint
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DOB,Elevator
16-Oct,DEP,Noise
16-Oct,DPR,Overgrown Tree/Branches
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,WATER LEAK
16-Oct,DOHMH,Rodent
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DHS,Homeless Person Assistance
16-Oct,HPD,UNSANITARY CONDITION
16-Oct,DEP,Noise
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DOB,Electrical
16-Oct,DOB,Elevator
16-Oct,DOHMH,Food Establishment
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Noise - Residential
16-Oct,DEP,Air Quality
16-Oct,DOHMH,Rodent
16-Oct,DSNY,Sanitation Condition
16-Oct,DOB,Boilers
16-Oct,DOHMH,Rodent
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DOB,Elevator
16-Oct,DOHMH,Food Establishment
16-Oct,NYPD,Noise - Residential
16-Oct,DHS,Homeless Person Assistance
16-Oct,DOF,Advocate-UBT
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,HPD,GENERAL
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,PLUMBING
16-Oct,DOF,DOF Property - Owner Issue
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Residential
16-Oct,DPR,Maintenance or Facility
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,PLUMBING
16-Oct,NYPD,Animal Abuse
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DHS,Homeless Person Assistance
16-Oct,HPD,GENERAL
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DOB,Building/Use
16-Oct,NYPD,Noise - Residential
16-Oct,DOB,Elevator
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,DOOR/WINDOW
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DOB,Elevator
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,GENERAL
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DEP,Air Quality
16-Oct,DHS,Homeless Person Assistance
16-Oct,HPD,PLUMBING
16-Oct,DSNY,Sanitation Condition
16-Oct,HPD,ELECTRIC
16-Oct,DOB,Boilers
16-Oct,DFTA,Housing Options
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DHS,Homeless Person Assistance
16-Oct,DPR,Violation of Park Rules
16-Oct,DOHMH,Rodent
16-Oct,DFTA,Housing - Low Income Senior
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,TLC,Taxi Complaint
16-Oct,HPD,WATER LEAK
16-Oct,HPD,GENERAL
16-Oct,DHS,Homeless Person Assistance
16-Oct,HPD,UNSANITARY CONDITION
16-Oct,HPD,WATER LEAK
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DOHMH,Rodent
16-Oct,NYPD,Illegal Parking
16-Oct,DHS,Homeless Person Assistance
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Commercial
16-Oct,DOT,Sidewalk Condition
16-Oct,DCA,Consumer Complaint
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DOB,Plumbing
16-Oct,DOF,SCRIE
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,HEAT/HOT WATER
16-Aug,DSNY,Sanitation Condition
16-Jul,DSNY,Sanitation Condition
16-Oct,HPD,PAINT/PLASTER
16-Oct,HPD,PLUMBING
16-Oct,HPD,UNSANITARY CONDITION
16-Oct,DFTA,Housing - Low Income Senior
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DOHMH,Rodent
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,GENERAL
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,GENERAL
16-Oct,NYPD,Derelict Vehicle
16-Oct,HPD,ELECTRIC
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Residential
16-Jul,DSNY,Sanitation Condition
16-Oct,HPD,PLUMBING
16-Oct,DOT,Street Condition
16-Oct,HPD,PLUMBING
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Illegal Parking
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,PLUMBING
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,HPD,PAINT/PLASTER
16-Oct,HPD,PAINT/PLASTER
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,PLUMBING
16-Oct,HPD,PLUMBING
16-Oct,NYPD,Homeless Encampment
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Commercial
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,ELECTRIC
16-Oct,HPD,ELECTRIC
16-Oct,HPD,PLUMBING
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,GENERAL
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,DSNY,Other Enforcement
16-Oct,HPD,PAINT/PLASTER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,HPD,ELECTRIC
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,ELECTRIC
16-Oct,TLC,Taxi Complaint
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,HPD,APPLIANCE
16-Oct,NYPD,Noise - Residential
16-Oct,DSNY,Dirty Conditions
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DOT,Street Condition
16-Oct,DEP,Water System
16-Oct,HPD,PLUMBING
16-Oct,NYPD,Noise - Street/Sidewalk
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Residential
16-Oct,DOB,Building/Use
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DOHMH,Indoor Air Quality
16-Oct,NYPD,Noise - Residential
16-Oct,DSNY,Sanitation Condition
16-Oct,DPR,Maintenance or Facility
16-Oct,DEP,Noise
16-Oct,NYPD,Derelict Vehicle
16-Oct,NYPD,Blocked Driveway
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Residential
16-Oct,TLC,Taxi Complaint
16-Oct,NYPD,Noise - Residential
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,HEAT/HOT WATER
16-Oct,TLC,Taxi Complaint
16-Oct,DEP,Water System
16-Oct,DOHMH,Illegal Animal Kept as Pet
16-Oct,NYPD,Noise - Vehicle
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,WATER LEAK
16-Oct,NYPD,Illegal Parking
16-Oct,DHS,Homeless Person Assistance
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,DOOR/WINDOW
16-Oct,DOT,Street Condition
16-Nov,NYPD,Noise - Residential
16-Oct,DOHMH,Rodent
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,HEAT/HOT WATER
16-Nov,NYPD,Noise - Street/Sidewalk
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,HEAT/HOT WATER
16-Oct,DPR,Violation of Park Rules
16-Oct,HPD,WATER LEAK
16-Oct,HPD,UNSANITARY CONDITION
16-Oct,DOT,Street Condition
16-Oct,HPD,HEAT/HOT WATER
16-Oct,NYPD,Noise - Residential
16-Oct,HPD,PLUMBING
16-Oct,HPD,HEAT/HOT WATER
16-Oct,HPD,PLUMBING
16-Nov,NYPD,Derelict Vehicle
16-Nov,DOHMH,Rodent
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Noise - Commercial
16-Nov,DOT,Street Condition
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Residential
16-Nov,HPD,DOOR/WINDOW
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,WATER LEAK
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,DOF,SCRIE
16-Nov,DEP,Water System
16-Nov,HPD,PLUMBING
16-Nov,HPD,HEAT/HOT WATER
16-Nov,DEP,Water System
16-Nov,NYPD,Illegal Parking
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,DHS,Homeless Person Assistance
16-Nov,HPD,PLUMBING
16-Nov,DEP,Noise
16-Nov,HPD,DOOR/WINDOW
16-Oct,DOT,Street Condition
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,DOHMH,Rodent
16-Nov,NYPD,Illegal Parking
16-Nov,DEP,Noise
16-Nov,HPD,HEAT/HOT WATER
16-Nov,TLC,Taxi Complaint
16-Nov,HPD,HEAT/HOT WATER
16-Nov,DPR,Maintenance or Facility
16-Nov,HPD,DOOR/WINDOW
16-Nov,DOT,Street Condition
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,DHS,Homeless Person Assistance
16-Nov,NYPD,Animal Abuse
16-Nov,DOT,Sidewalk Condition
16-Nov,NYPD,Noise - Commercial
16-Nov,TLC,Taxi Report
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,HEAT/HOT WATER
16-Nov,DSNY,Sanitation Condition
16-Nov,DOHMH,Rodent
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Noise - Commercial
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,NYPD,Noise - Residential
16-Nov,DOB,General Construction/Plumbing
16-Nov,NYPD,Noise - Commercial
16-Nov,HPD,UNSANITARY CONDITION
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,HEAT/HOT WATER
16-Nov,DEP,Noise
16-Nov,DOB,Elevator
16-Nov,DPR,Animal in a Park
16-Nov,NYPD,Noise - Residential
16-Nov,DFTA,Housing - Low Income Senior
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,NYPD,Noise - Residential
16-Nov,DPR,Animal in a Park
16-Nov,NYPD,Noise - Commercial
16-Nov,DOHMH,Rodent
16-Nov,NYPD,Noise - Residential
16-Nov,HPD,UNSANITARY CONDITION
16-Nov,HPD,HEAT/HOT WATER
16-Nov,DEP,Water Quality
16-Nov,DOB,General Construction/Plumbing
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Noise - Residential
16-Nov,DEP,Noise
16-Nov,DEP,Water System
16-Nov,NYPD,Illegal Parking
16-Nov,DHS,Homeless Person Assistance
16-Nov,DOF,SCRIE
16-Nov,NYPD,Blocked Driveway
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Animal Abuse
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Noise - Commercial
16-Nov,DOB,General Construction/Plumbing
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,NYPD,Noise - Residential
16-Nov,DPR,Animal in a Park
16-Nov,DEP,Noise
16-Nov,HPD,WATER LEAK
16-Nov,TLC,Taxi Complaint
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Residential
16-Nov,DEP,Water System
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,DEP,Sewer
16-Nov,NYPD,Noise - Vehicle
16-Nov,NYPD,Illegal Parking
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,DOHMH,Rodent
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Commercial
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Commercial
16-Nov,NYPD,Noise - Residential
16-Nov,DEP,Noise
16-Nov,NYPD,Derelict Vehicle
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Residential
16-Nov,DOT,Broken Muni Meter
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Commercial
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Commercial
16-Nov,DEP,Noise
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,HPD,HEAT/HOT WATER
16-Nov,DOHMH,Rodent
16-Nov,NYPD,Noise - Residential
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Noise - Commercial
16-Nov,DEP,Water System
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,NYPD,Noise - Commercial
16-Nov,NYPD,Noise - Residential
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Commercial
16-Nov,DEP,Noise
16-Nov,NYPD,Noise - Residential
16-Nov,TLC,Taxi Complaint
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,NYPD,Noise - Residential
16-Nov,DEP,Water System
16-Nov,TLC,Taxi Complaint
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,DSNY,Dirty Conditions
16-Nov,DHS,Homeless Person Assistance
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,DEP,Noise
16-Nov,DHS,Homeless Person Assistance
16-Nov,DOT,Street Condition
16-Nov,DOT,Street Condition
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,DEP,Air Quality
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,DHS,Homeless Person Assistance
16-Nov,DHS,Homeless Person Assistance
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,HPD,UNSANITARY CONDITION
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,PLUMBING
16-Nov,HPD,WATER LEAK
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Noise - Residential
16-Nov,HPD,WATER LEAK
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,HPD,APPLIANCE
16-Nov,DSNY,Sanitation Condition
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,DOOR/WINDOW
16-Nov,HPD,HEAT/HOT WATER
16-Nov,DOB,Elevator
16-Nov,HPD,PAINT/PLASTER
16-Nov,NYPD,Noise - Commercial
16-Nov,DOHMH,Rodent
16-Nov,HPD,ELECTRIC
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,DOOR/WINDOW
16-Nov,HPD,PAINT/PLASTER
16-Nov,HPD,PLUMBING
16-Nov,HPD,PAINT/PLASTER
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,GENERAL
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Drug Activity
16-Nov,HPD,HEAT/HOT WATER
16-Sep,DSNY,Dirty Conditions
16-Nov,NYPD,Noise - Residential
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,WATER LEAK
16-Nov,HPD,FLOORING/STAIRS
16-Nov,HPD,PAINT/PLASTER
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Illegal Parking
16-Nov,HPD,HEAT/HOT WATER
16-Nov,DSNY,Derelict Vehicles
16-Nov,HPD,PLUMBING
16-Nov,HPD,PAINT/PLASTER
16-Nov,HPD,UNSANITARY CONDITION
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,WATER LEAK
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,FLOORING/STAIRS
16-Nov,NYPD,Animal Abuse
16-Nov,DOHMH,Rodent
16-Nov,HPD,WATER LEAK
16-Nov,HPD,WATER LEAK
16-Nov,HPD,UNSANITARY CONDITION
16-Nov,DPR,Maintenance or Facility
16-Nov,HPD,UNSANITARY CONDITION
16-Nov,HPD,UNSANITARY CONDITION
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,PLUMBING
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Noise - Residential
16-Nov,HPD,HEAT/HOT WATER
16-Nov,HPD,PLUMBING
16-Nov,HPD,PAINT/PLASTER
16-Nov,HPD,SAFETY
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,HPD,FLOORING/STAIRS
16-Nov,HPD,PAINT/PLASTER
16-Nov,HPD,HEAT/HOT WATER
16-Nov,NYPD,Noise - Residential
16-Nov,NYPD,Noise - Street/Sidewalk
16-Nov,HPD,HEAT/HOT WATER
