CreatedDate,Agency,ComplaintType
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Residential
11-Mar,DCA,Consumer Complaint
11-Mar,DOHMH,Rodent
11-Mar,DOHMH,Rodent
11-Mar,DOT,Street Condition
11-Mar,DOT,Street Condition
11-Mar,DOT,Street Condition
11-Mar,DOT,Street Sign - Dangling
11-Mar,DSNY,Graffiti
11-Mar,DOB,General Construction/Plumbing
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
17-Nov,NYPD,Noise - Street/Sidewalk
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,NONCONST
11-Mar,HPD,NONCONST
11-Mar,HPD,NONCONST
11-Mar,HPD,NONCONST
11-Mar,HPD,NONCONST
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PAINT - PLASTER
11-Mar,DEP,Noise
12-Mar,DEP,Water System
11-Mar,DPR,Maintenance or Facility
11-Mar,DPR,Maintenance or Facility
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Non-Emergency Police Matter
11-Mar,NYPD,Blocked Driveway
11-Mar,DOHMH,Rodent
11-Mar,NYPD,Noise - Vehicle
11-Mar,NYPD,Noise - Vehicle
11-Mar,DOF,DOF Property - Payment Issue
11-Mar,NYPD,Illegal Parking
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,ELECTRIC
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,HEATING
11-Mar,HPD,NONCONST
11-Mar,HPD,NONCONST
11-Mar,HPD,NONCONST
11-Mar,HPD,PAINT - PLASTER
18-Nov,HPD,HEAT/HOT WATER
11-Mar,DEP,Water System
11-Mar,NYPD,Noise - Residential
11-Mar,DOHMH,Rodent
11-Mar,NYPD,Noise - Commercial
11-Mar,NYPD,Noise - Vehicle
11-Mar,DOB,General Construction/Plumbing
11-Mar,DPR,Maintenance or Facility
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,ELECTRIC
11-Mar,HPD,ELECTRIC
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PAINT - PLASTER
11-Mar,NYPD,Non-Emergency Police Matter
11-Mar,NYPD,Homeless Encampment
11-Mar,DPR,Maintenance or Facility
11-Mar,DPR,New Tree Request
11-Mar,DFTA,Elder Abuse
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,NONCONST
11-Mar,TLC,Taxi Complaint
11-Mar,NYPD,Noise - Residential
11-Mar,DOHMH,Rodent
11-Mar,DOHMH,Rodent
11-Mar,DSNY,Graffiti
17-Oct,DOB,General Construction/Plumbing
18-Nov,HPD,HEAT/HOT WATER
11-Mar,NYPD,Illegal Parking
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PAINT - PLASTER
15-Mar,DOF,DOF Property - Request Copy
11-Mar,HPD,PLUMBING
11-Mar,HPD,ELECTRIC
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,PAINT - PLASTER
11-Mar,DEP,Noise
11-Mar,DEP,Water System
11-Mar,NYPD,Noise - Commercial
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Residential
11-Mar,DOHMH,Rodent
11-Mar,DOT,Street Condition
10-Dec,DOB,Building/Use
11-Mar,DOB,General Construction/Plumbing
10-Dec,DOB,General Construction/Plumbing
17-Oct,DSNY,Derelict Vehicles
11-Mar,DPR,New Tree Request
11-Mar,DOF,SCRIE
11-Mar,HPD,HEATING
17-Oct,DOHMH,Unsanitary Animal Pvt Property
11-Mar,DEP,Water System
11-Mar,DEP,Water System
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Residential
12-Mar,DSNY,Sanitation Condition
11-Mar,DOB,Investigations and Discipline (IAD)
11-Mar,DSNY,Graffiti
11-Mar,DOF,DOF Property - Payment Issue
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,ELECTRIC
17-Oct,DEP,Water System
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,PAINT - PLASTER
11-Mar,DOHMH,Mold
11-Mar,NYPD,Noise - Residential
11-Mar,DOHMH,Rodent
11-Mar,TLC,For Hire Vehicle Complaint
11-Mar,DOF,SCRIE
11-Mar,NYPD,Illegal Parking
11-Mar,NYPD,Noise - Residential
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,APPLIANCE
11-Mar,HPD,ELECTRIC
11-Mar,HPD,ELECTRIC
11-Mar,HPD,ELECTRIC
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,NONCONST
11-Mar,HPD,NONCONST
11-Mar,HPD,NONCONST
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PAINT - PLASTER
11-Mar,DEP,Lead
11-Mar,DEP,Noise
11-Mar,DEP,Noise
11-Mar,DEP,Noise
11-Mar,DEP,Noise
11-Mar,TLC,Taxi Complaint
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Residential
11-Mar,DPR,New Tree Request
17-Dec,NYPD,Noise - Commercial
11-Apr,TLC,Taxi Complaint
17-Oct,DEP,Noise
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,DOHMH,Rodent
11-Apr,DOHMH,Rodent
11-Apr,DOT,Street Light Condition
11-Apr,DOHMH,Indoor Air Quality
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Residential
11-Mar,DCA,Consumer Complaint
11-Mar,DCA,Consumer Complaint
11-Mar,DOT,Street Condition
11-Mar,DPR,Root/Sewer/Sidewalk Condition
11-Mar,DPR,Root/Sewer/Sidewalk Condition
11-Mar,DPR,Root/Sewer/Sidewalk Condition
11-Mar,DOF,DOF Property - Payment Issue
11-Mar,NYPD,Illegal Parking
11-Mar,NYPD,Illegal Parking
11-Mar,NYPD,Illegal Parking
11-Apr,DOF,SCRIE
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,PAINT - PLASTER
11-Mar,DEP,Noise
17-Oct,HPD,PAINT/PLASTER
11-Mar,DEP,Sewer
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Residential
11-Mar,DOHMH,Rodent
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,APPLIANCE
11-Mar,HPD,ELECTRIC
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,NONCONST
11-Mar,HPD,NONCONST
11-Mar,HPD,NONCONST
11-Mar,TLC,Taxi Complaint
11-Mar,DOE,Teaching/Learning/Instruction
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Street/Sidewalk
11-Mar,NYPD,Noise - Residential
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
12-Apr,DSNY,Dirty Conditions
11-Mar,HPD,HEATING
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Residential
11-Mar,DOB,Plumbing
11-Mar,DOF,DOF Property - Request Copy
11-Mar,DOT,Street Condition
11-Mar,NYPD,Noise - Residential
11-Mar,HPD,APPLIANCE
11-Mar,HPD,ELECTRIC
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
15-Mar,NYPD,Noise - Commercial
11-Mar,HPD,HEATING
18-May,DSNY,Request Large Bulky Item Collection
11-Mar,HPD,NONCONST
11-Mar,HPD,NONCONST
17-Oct,DOHMH,Indoor Air Quality
11-Mar,DEP,Noise
11-Mar,DEP,Noise
11-Mar,DOF,DOF Property - Reduction Issue
11-Mar,NYPD,Noise - Residential
17-Oct,DEP,Water System
11-Mar,DOT,Street Light Condition
17-Oct,DSNY,Derelict Vehicles
11-Mar,TLC,Taxi Complaint
11-Mar,DPR,Illegal Tree Damage
11-Mar,DPR,New Tree Request
11-Mar,NYPD,Noise - Residential
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,NONCONST
11-Mar,DEP,Water System
11-Mar,DOT,Traffic Signal Condition
11-Mar,NYPD,Noise - Residential
11-Mar,NYPD,Noise - Residential
11-Mar,DOHMH,Indoor Air Quality
11-Mar,DOT,Street Condition
11-Mar,DOT,Street Condition
11-Mar,DPR,New Tree Request
11-Mar,DOF,DOF Property - Payment Issue
11-Mar,DOF,DOF Property - Payment Issue
11-Mar,DOF,DOF Property - Payment Issue
11-Mar,NYPD,Illegal Parking
11-Mar,TLC,Taxi Complaint
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,PLUMBING
11-Mar,HPD,ELECTRIC
11-Mar,HPD,ELECTRIC
11-Mar,HPD,ELECTRIC
11-Mar,HPD,ELECTRIC
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,GENERAL CONSTRUCTION
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
11-Mar,HPD,HEATING
15-Apr,DOF,DOF Property - Reduction Issue
11-Mar,HPD,NONCONST
11-Mar,HPD,PAINT - PLASTER
11-Mar,HPD,PAINT - PLASTER
11-Apr,DOHMH,Rodent
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,NONCONST
11-Apr,HPD,NONCONST
17-Dec,NYPD,Noise - Residential
11-Apr,HPD,PLUMBING
11-Apr,HPD,ELECTRIC
11-Apr,HPD,HEATING
11-Apr,TLC,Taxi Complaint
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PLUMBING
11-Apr,HPD,PLUMBING
11-Apr,HPD,PLUMBING
11-Apr,HPD,ELECTRIC
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,DEP,Noise
11-Apr,HPD,NONCONST
11-Apr,HPD,NONCONST
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PAINT - PLASTER
11-Apr,NYPD,Noise - Residential
11-Apr,HPD,PLUMBING
11-Apr,HPD,HEATING
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,DEP,Noise
11-Apr,DEP,Water Conservation
11-Apr,DEP,Water Conservation
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,DOHMH,Rodent
11-Apr,DOHMH,Rodent
11-Apr,DOHMH,Rodent
11-Apr,NYPD,Illegal Parking
11-Apr,NYPD,Illegal Parking
11-Apr,NYPD,Illegal Parking
11-Apr,NYPD,Illegal Parking
11-Apr,HPD,PLUMBING
17-Oct,DEP,Noise
11-Apr,HPD,HEATING
11-Apr,DEP,Air Quality
12-Apr,DSNY,Sanitation Condition
11-Apr,DPR,New Tree Request
11-Apr,DCA,Consumer Complaint
11-Apr,NYPD,Noise - Residential
11-Apr,TLC,Taxi Complaint
11-Apr,DOF,DOF Property - Owner Issue
11-Apr,NYPD,Noise - Residential
11-Apr,DOT,Street Condition
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,DEP,Sewer
11-Apr,DOF,DOF Property - Reduction Issue
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Derelict Vehicle
11-Apr,DCA,Consumer Complaint
11-Apr,DHS,DHS Advantage - Tenant
11-Apr,DOT,Bus Stop Shelter Complaint
11-Apr,DOHMH,Rodent
11-Apr,NYPD,Noise - Commercial
11-Apr,NYPD,Noise - Commercial
11-Apr,NYPD,Noise - Commercial
11-Apr,DOHMH,Rodent
11-Apr,HPD,PLUMBING
11-Apr,HPD,HEATING
17-Oct,HPD,PAINT/PLASTER
11-Apr,HPD,HEATING
11-Apr,HPD,NONCONST
11-Apr,HPD,HEATING
11-Apr,HPD,PLUMBING
11-Apr,HPD,PLUMBING
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,HEATING
11-Apr,HPD,NONCONST
11-Apr,DEP,Noise
11-Apr,DEP,Noise
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,DHS,DHS Advantage -Landlord/Broker
11-Apr,DOT,Sidewalk Condition
11-Apr,DOHMH,Rodent
11-Apr,NYPD,Noise - Residential
11-Apr,HPD,HEATING
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,DOB,General Construction/Plumbing
11-Apr,DPR,Violation of Park Rules
11-Apr,DPR,New Tree Request
11-Apr,DOHMH,Food Establishment
11-Apr,NYPD,Disorderly Youth
11-Apr,DOHMH,Rodent
11-Apr,NYPD,Noise - Residential
11-Apr,DOT,Street Condition
11-Apr,HPD,PLUMBING
11-Apr,HPD,ELECTRIC
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,DEP,Sewer
11-Apr,DPR,Animal in a Park
11-Apr,DFTA,Home Repair
11-Apr,NYPD,Illegal Parking
11-Apr,NYPD,Blocked Driveway
11-Apr,DOHMH,Rodent
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,HPD,NONCONST
11-Apr,HPD,NONCONST
12-Apr,DEP,Water System
15-Apr,DOF,DOF Parking - Tax Exemption
11-Apr,HPD,NONCONST
11-Apr,DEP,Noise
11-Mar,DOB,General Construction/Plumbing
11-Apr,DEP,Noise
11-Apr,DEP,Water System
11-Apr,DEP,Water Conservation
11-Apr,DEP,Water System
17-Oct,DOB,Boilers
17-Dec,DOHMH,Food Establishment
11-Apr,NYPD,Noise - Residential
11-Apr,DCA,Consumer Complaint
11-Apr,NYPD,Noise - Residential
11-Apr,DOHMH,Rodent
11-Apr,DOF,SCRIE
11-Apr,NYPD,Blocked Driveway
11-Apr,DOT,Sidewalk Condition
11-Apr,NYPD,Noise - Commercial
11-Apr,HPD,HEATING
11-Apr,HPD,ELECTRIC
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PLUMBING
11-Apr,HPD,HEATING
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,ELECTRIC
11-Apr,HPD,NONCONST
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,HEATING
11-Apr,DEP,Sewer
11-Apr,DSNY,Graffiti
11-Apr,NYPD,Noise - Residential
11-Apr,DOHMH,Food Establishment
11-Apr,DPR,New Tree Request
11-Apr,DFTA,Housing - Low Income Senior
11-Apr,NYPD,Noise - Residential
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,DEP,Water System
11-Apr,DOT,Street Condition
11-Apr,DOT,Street Condition
11-Apr,DOT,Street Condition
11-Apr,DOT,Street Condition
11-Apr,NYPD,Noise - Residential
11-Apr,DOITT,Public Payphone Complaint
11-Apr,DOHMH,Rodent
11-Apr,DFTA,Housing - Low Income Senior
11-Apr,DPR,New Tree Request
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Vehicle
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Street/Sidewalk
11-Apr,NYPD,Noise - Residential
11-Apr,DOT,Street Condition
11-Apr,HPD,NONCONST
11-Apr,HPD,HEATING
11-Apr,HPD,PLUMBING
11-Apr,DOT,Street Light Condition
11-Apr,DOT,Street Light Condition
11-Apr,DOT,Street Light Condition
11-Apr,DOT,Street Light Condition
11-Apr,DOT,Street Light Condition
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,EDC,Noise - Helicopter
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,TLC,Taxi Complaint
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,DCA,Consumer Complaint
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Street/Sidewalk
11-Apr,NYPD,Noise - Residential
11-Apr,DOF,SCRIE
11-Apr,DOT,Street Condition
11-Apr,DOT,Street Condition
11-Apr,DOT,Street Condition
11-Apr,DOT,Street Condition
11-Apr,HPD,PLUMBING
11-Apr,HPD,APPLIANCE
11-Apr,HPD,HEATING
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PLUMBING
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,HEATING
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PLUMBING
17-Dec,NYPD,Blocked Driveway
11-Apr,DOT,Street Condition
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,TLC,Taxi Complaint
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,HEATING
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,PLUMBING
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,DEP,Water System
11-Apr,NYPD,Noise - Vehicle
11-Apr,TLC,Taxi Complaint
11-Apr,NYPD,Noise - Street/Sidewalk
11-Apr,NYPD,Noise - Vehicle
11-Apr,NYPD,Noise - Street/Sidewalk
11-Apr,NYPD,Noise - Residential
11-Apr,HPD,PLUMBING
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,PLUMBING
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,APPLIANCE
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PLUMBING
11-Apr,HPD,PLUMBING
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,NONCONST
11-Apr,DEP,Sewer
11-Apr,DEP,Noise
11-Apr,DEP,Noise
11-Apr,DOT,Street Condition
11-Apr,DOT,Street Condition
11-Apr,DOT,Street Condition
11-Apr,DOT,Street Condition
11-Apr,NYPD,Illegal Parking
11-Apr,DFTA,Alzheimer's Care
11-Apr,DOHMH,Rodent
11-Apr,DOT,Street Condition
11-Apr,HPD,NONCONST
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,HPD,PLUMBING
11-Apr,HPD,NONCONST
11-Apr,HPD,PLUMBING
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PLUMBING
11-Apr,DEP,Noise
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Vehicle
11-Apr,NYPD,Noise - Park
15-Apr,DPR,Violation of Park Rules
11-Apr,NYPD,Illegal Parking
11-Apr,TLC,Taxi Complaint
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,DOHMH,Rodent
11-Apr,DOT,Sidewalk Condition
11-Apr,DOHMH,Unsanitary Pigeon Condition
11-Apr,DOT,Street Condition
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Vehicle
11-Apr,NYPD,Noise - Vehicle
11-Apr,NYPD,Bike/Roller/Skate Chronic
11-Apr,DOHMH,Food Poisoning
11-Apr,NYPD,Noise - Street/Sidewalk
11-Apr,NYPD,Noise - Street/Sidewalk
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,DOT,Street Light Condition
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,HEATING
12-Apr,DSNY,Dirty Conditions
11-Apr,HPD,NONCONST
11-Apr,HPD,NONCONST
15-Apr,NYPD,Noise - Residential
11-Jan,DOB,Elevator
11-Apr,DEP,Noise
11-Apr,DEP,Noise
17-Oct,HPD,WATER LEAK
11-Apr,DPR,Violation of Park Rules
11-Apr,DOHMH,Rodent
11-Apr,DOF,DOF Property - Payment Issue
11-Apr,NYPD,Noise - Vehicle
15-Apr,NYPD,Noise - Residential
11-Apr,DPR,Dead Tree
11-Apr,NYPD,Noise - Vehicle
11-Apr,DPR,New Tree Request
11-Apr,DHS,DHS Advantage - Tenant
11-Apr,DOT,Sidewalk Condition
11-Apr,NYPD,Noise - Street/Sidewalk
11-Apr,NYPD,Bike/Roller/Skate Chronic
11-Apr,NYPD,Noise - Vehicle
11-Apr,NYPD,Noise - Park
11-Apr,NYPD,Noise - Vehicle
11-Apr,NYPD,Noise - Street/Sidewalk
11-Apr,NYPD,Noise - Street/Sidewalk
11-Apr,HPD,NONCONST
11-Apr,HPD,NONCONST
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,PLUMBING
11-Apr,HPD,PAINT - PLASTER
11-Apr,HPD,HEATING
11-Apr,DOB,Plumbing
11-Apr,DOB,General Construction/Plumbing
11-Apr,DOB,General Construction/Plumbing
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,DSNY,Graffiti
11-Apr,DOT,Street Condition
15-Apr,NYPD,Noise - Street/Sidewalk
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Blocked Driveway
11-Apr,DOF,DOF Property - Payment Issue
11-Apr,NYPD,Noise - Residential
11-Apr,NYPD,Noise - Residential
11-Apr,DOT,Sidewalk Condition
11-Apr,DOHMH,Rodent
11-Apr,NYPD,Noise - Residential
11-Apr,DOT,Street Condition
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,HEATING
17-Oct,DEP,Water System
17-Oct,DEP,Water System
11-Apr,DEP,Noise
11-Apr,DOHMH,Rodent
11-Apr,DPR,Animal in a Park
11-Apr,NYPD,Disorderly Youth
11-Apr,DCA,Consumer Complaint
11-Apr,DOHMH,Rodent
11-Apr,NYPD,Noise - Vehicle
11-Apr,NYPD,Noise - Street/Sidewalk
11-Apr,NYPD,Disorderly Youth
11-Apr,NYPD,Noise - Residential
11-Apr,HPD,HEATING
11-Apr,HPD,GENERAL CONSTRUCTION
11-Apr,HPD,PLUMBING
11-Apr,HPD,PLUMBING
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,HPD,HEATING
11-Apr,HPD,GENERAL CONSTRUCTION
12-May,DSNY,Dirty Conditions
